col0,col1,col2,col3
BePink Cogeas 2017,Nikola Nosková,Italy,2017 Giro del Trentino-Alto Adige-Südtirol
Boels Dolmans 2019,Annika Langvad,Kingdom of the Netherlands,2019 European Road Championships – Women's elite road race
Hitec Products-Birk Sport 2018,Simona Frapporti,Norway,2018 Tour of Chongming Island stage 2
Boels Dolmans 2017,Lizzie Deignan,Netherlands,2017 Women's WorldTour Ronde van Drenthe
2018 Mitchelton-Scott,Annemiek van Vleuten,Australia,2018 Women's Tour Down Under
Cervélo-Bigla 2017,Ashleigh Moolman-Pasio,Germany,2017 Gent–Wevelgem – women's race
CCC-Liv 2019,Marianne Vos,Netherlands,"2019 The Women's Tour, stage 2"
2018 Astana,Liliana Moreno,Kazakhstan,2018 Vuelta Femenina Internacional a Costa Rica
Sho-Air Twenty20 2019,Jasmin Glaesser,United States of America,2019 UCI Road World Championships – Women's time trial
2018 Alé Cipollini season,Ane Santesteban,Italy,2018 Le Samyn des Dames
Wiggle High5 2018,Emilia Fahlin,United Kingdom,2018 Thüringen Rundfahrt der Frauen
