col0,col1,col2,col3,col4
"Industrial hygiene walk-through survey report of Universal Woods, Inc., Louisville, Kentucky, Report No. IWS-157-20",1987-04-13,methylene chloride,"Charles S. McCammon, Jr.",National Institute for Occupational Safety and Health
"Industrial Hygiene Survey of California Cement Co., Colton, California. Cement Workers Morbidity Study",1982-09-01,carbon monoxide,Wayne T. Sanderson,National Institute for Occupational Safety and Health
"HHE Report No. HETA-91-405-2340, Big Bear Grocery Warehouse, Columbus, Ohio",1993-08-01,musculoskeletal disorder,Sherry L. Baron,National Institute for Occupational Safety and Health
"Walk-Through Survey Report No. CT-116-19a: Control Technology For Fermentation Processes At Gist-Brocades USA, Incorporated, Kingstree, South Carolina",1984-08-01,personal protective equipment,Kenneth F. Martinez,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-87-371-1989, Technical Assistance to the Jamaican Ministry of Health, Kingston, Jamaica",1989-09-01,lead,Gregory A. Burr,National Institute for Occupational Safety and Health
"In-depth survey report: evaluation of control technology for perchloroethylene in dry cleaning shops at Jim Dandy Cleaners, New York, New York, report no. ECTB-240-11",1999-10-01,tetrachloroethylene,G. Edward Burroughs,National Institute for Occupational Safety and Health
"HHE Report No. HETA-81-335-1566, Union Carbide Caribe, Penuelas, Puerto Rico",1985-10-01,benzene,Steven A. Lee,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-81-470-1040, Federal Reserve Bank, Cincinnati, Ohio",1982-02-01,lead,Steven A. Lee,National Institute for Occupational Safety and Health
"HETA Report No. TA-77-35, Bluewater Seafood Products, Cleveland, Ohio",1978-07-01,carbon dioxide,Mitchell Singal,National Institute for Occupational Safety and Health
"HHE determination report no. HHE-79-4-598, Lenox China, Inc., Pomona, New Jersey",1979-06-01,lead,Raymond L. Ruhe,National Institute for Occupational Safety and Health
"HHE determination report no. HHE-76-54-436, Certain-Teed Products, Inc., Richmond, California",1977-10-01,benzene,Arvin G. Apol,National Institute for Occupational Safety and Health
"HHE Report No. HHE-79-012-809, Powers-Fiat Corporation, Monroe, Ohio",1981-02-01,2-butanone peroxide,Theodore W. Thoburn,National Institute for Occupational Safety and Health
"HETA Composite Report on Lead Studies for TA-76-107, N. L. Bearings, Fremont, Nebraska, Report No. TA-76-107",1978-07-01,lead,Theodore W. Thoburn,National Institute for Occupational Safety and Health
"HHE Report No. HETA-93-1062-2558, Texas Utilities Electric Company, Martin Lake Steam Electric Station, Tatum, Texas",1996-01-01,Tricresyl phosphate,C. Eugene Moss,National Institute for Occupational Safety and Health
"HHE Report No. HETA-82-309-1630, Inland Steel, East Chicago, Indiana",1985-10-01,naphthalene,Daniel Almaguer,National Institute for Occupational Safety and Health
"HHE Report No. HETA-83-254-1393, United Uniform Manufacturing Company of Memphis, Inc., Memphis, Tennessee",1983-12-01,formaldehyde,Michael S. Crandall,National Institute for Occupational Safety and Health
"In-depth survey report: control technology for manual dye weigh-out operations at Multi Color Industries Inc., Brooklyn, New York. (superseded)",1995-05-01,engineering controls,William A. Heitbrink,National Institute for Occupational Safety and Health
In-depth survey report: dust-control technology for asphalt-pavement milling,2011-09-01,quartz,Andrew B. Cecala,National Institute for Occupational Safety and Health
Captain suffers a heart attack at a structure fire and dies 12 days later - Illinois,2001-03-06,occupational cardiovascular disease,Thomas R. Hales,National Institute for Occupational Safety and Health
"HHE Report No. HETA-89-052-2006, Alma American Labs, Fairplay, Colorado",1990-01-01,lead,Thomas R. Hales,National Institute for Occupational Safety and Health
