col0,col1,col2
Batley Library,Grade II listed building,"Batley Library, Market Place, Batley, WF17 5DA"
King's Lynn Library,Grade II listed building,"Kings Lynn Library, London Road, King's Lynn, Norfolk, PE30 5EZ"
London Arts Base,Grade II listed building,"The Carnegie Library, Herne Hill Rd, Herne Hill, London SE24 0AG"
Harrogate Library,Grade II listed building,"Victoria Avenue, Harrogate, North Yorkshire, HG1 1EG"
Morley Library,Grade II listed building,"Morley Library, Commercial Street, Morley, LS27 8HZ"
Accrington Library,Grade II listed building,"Accrington Library, St James' Street, Accrington, Lancashire, BB5 1NQ"
Rawtenstall Library,Grade II listed building,"Rawtenstall Library, Queens Square,  Rawtenstall, BB4 6QU"
Stockport Central Library,Grade II listed building,"Stockport Central Library, Wellington Road South, Stockport, SK1 3RS"
Clitheroe Library,Grade II listed building,"Clitheroe Library, Church Street,  Clitheroe, Lancashire, BB7 2DG"
Waukegan Public Library,place listed on the National Register of Historic Places,1 North Sheridan Road
Yolo Branch Library,place listed on the National Register of Historic Places,"Yolo Branch Library, 37750 Sacramento St., Yolo, CA 95697, USA"
Orosi Branch Library,place listed on the National Register of Historic Places,"Orosi Branch Library, 12646 Ave. 416, Orosi, CA 93647-2018, USA"
Woodland Public Library,place listed on the National Register of Historic Places,"Woodland Public Library, 250 First St., Woodland, CA 95695-3411, USA"
Vermont Square Branch,place listed on the National Register of Historic Places,"Vermont Square Branch, 1201 W. 48th St., Los Angeles, CA 90037-2838, USA"
Madison Carnegie Library,place listed on the National Register of Historic Places,"401 6th Ave, Madison MN 56256"
Lincoln Heights Branch,place listed on the National Register of Historic Places,"Lincoln Heights Branch, 2530 Workman St., Los Angeles, CA 90031-2322, USA"
Ironwood Carnegie Library,place listed on the National Register of Historic Places,"235 East Aurora Street Ironwood, MI  49938"
East San Jose Carnegie Library,place listed on the National Register of Historic Places,"East San Jose Carnegie Library, 1102 E. Santa Clara St., San Jose, CA 95116-2246, USA"
Codington County Heritage Museum,place listed on the National Register of Historic Places,27 First Avenue Southeast
