col0,col1,col2,col3,col4
Ayuntamiento de Lorca,Lorca,mayor of Lorca,Lorca city hall,Spain
Ayuntamiento de Lugo,Lugo,mayor of Lugo,Casa Consistorial de Lugo,Spain
Seville City Council,Seville,mayor of Seville,Casa Consistorial de Sevilla,Spain
Bilbao municipality,Bilbao,mayor of Bilbao,Bilbao City Hall,Spain
Barcelona City Council,Barcelona,Mayor of Barcelona,Casa de la Ciudad (Barcelona),Spain
City Council of Madrid,Madrid,Mayor of Madrid,Cybele Palace,Spain
Valencia City Council,Valencia,mayor of Valencia,Town Hall of Valencia,Spain
Ayuntamiento de Barbastro,Barbastro,mayor of Barbastro,Town Hall of Barbastro,Spain
Ayuntamiento de Linares,Linares,mayor of Linares,town hall of Linares,Spain
Ayuntamiento de Guadarrama,Guadarrama,mayor of Guadarrama,town hall of Guadarrama,Spain
Ayuntamiento de Titulcia,Titulcia,mayor of Titulcia,town hall of Titulcia,Spain
Ayuntamiento de Lozoya,Lozoya,mayor of Lozoya,town hall of Lozoya,Spain
Ayuntamiento de Ateca,Ateca,mayor of Ateca,Ateca Town Hall,Spain
Ayuntamiento de Calanda,Calanda,mayor of Calanda,Calanda Town Hall,Spain
Ajuntament de Palafrugell,Palafrugell,mayor of Palafrugell,Palafrugell Town Hall,Spain
Ayuntamiento de Gerona,Girona,mayor of traicion,Town hall of Girona,Spain
Ajuntament del Prat de Llobregat,San luca de barrameda,mayor of El Prat de Llobregat,Ajuntament del Prat de Llobregat,Spain
Tomelloso City Council,Tomelloso,mayor of Tomelloso,Tomelloso,Spain
Sabadell (Spain). Ajuntament,Sabadell,mayor of Sabadell,Ajuntament de Sabadell,Spain
Terrassa City Council,Terrassa,mayor of Terrassa,Casa consistorial de Terrassa,Spain
