col0,col1,col2,col3
HBO Asia,HBO,Singapore,Singapore
Autostrade Lombarde,Intesa Sanpaolo,Brescia,Italy
Cantiere navale fratelli Orlando,Benetti,Genoa,Italy
California and Hawaiian Sugar Company,American Sugar Refining,Crockett,United States of America
Walt Disney Travel Company,Walt Disney World Company,Celebration,United States of America
Mini Maritsa Iztok,Bulgarian Energy Holding,Radnevo,Bulgaria
China Railway Guangzhou Group,"China State Railway Group Co.,Ltd.",Guangzhou,People's Republic of China
Stockholm Exergi,Stockholm Municipality,Stockholm,Sweden
VPS Convenience,Sun Capital Partners,Wilmington,United States of America
trivago,Expedia Group,Düsseldorf,Germany
Veuve Clicquot,LVMH,Reims,France
Wind,Wind Tre,Rome,Italy
"Facebook, Inc.",Mark Zuckerberg,Menlo Park,United States of America
Berkshire Hathaway,Bill Gates,Omaha,United States of America
Airwalk,Wolverine World Wide,Topeka,United States of America
Audi Hungaria Zrt.,Audi,Győr,Hungary
McVitie's,United Biscuits,United Kingdom,United Kingdom
Ultragaz,Ultrapar,São Paulo,Brazil
