col0,col1,col2,col3,col4,col5
Expedition 7,Expedition 6,Yuri Malenchenko,2003-10-27,2003-04-28,Soyuz TMA-2
Expedition 8,Expedition 7,Aleksandr Kaleri,2004-04-29,2003-10-20,Soyuz TMA-3
Expedition 9,Expedition 8,Michael Fincke,2004-10-23,2004-04-21,Soyuz TMA-4
Expedition 13,Expedition 12,Thomas Reiter,2006-09-28,2006-04-01,Soyuz TMA-8
Expedition 6,Expedition 5,Donald Pettit,2003-05-03,2002-11-25,STS-113
Expedition 10,Expedition 9,Leroy Chiao,2005-04-24,2004-10-16,Soyuz TMA-5
Expedition 5,Expedition 4,Peggy Whitson,2002-12-02,2002-06-07,STS-111
Expedition 12,Expedition 11,Valeri Tokarev,2006-04-08,2005-10-03,Soyuz TMA-7
Expedition 4,Expedition 3,Carl E. Walz,2002-06-15,2001-12-07,STS-108
Expedition 11,Expedition 10,Sergei Krikalev,2005-10-10,2005-04-17,Soyuz TMA-6
