col0,col1,col2,col3
Regensburger Verkehrsverbund,Transit district,GmbH,1983-01-01
Magdeburger Regionalverkehrsverbund,Transit district,GmbH,2010-12-12
Oslo Sporveier,Transit district,aksjeselskap,1924-04-28
Mitteldeutscher Verkehrsverbund,Transit district,GmbH,1998-01-01
Verkehrsverbund Tirol,Transit district,Gesellschaft mit beschränkter Haftung,1995-04-01
Regionalverkehr Küste,Transit district,GmbH,1992-12-08
Verkehrsverbund Rhein-Neckar,Transit district,GmbH,1989-12-01
Großraum-Verkehr Hannover,Transit district,GmbH,1970-03-04
Verkehrsverbund Oberelbe,Transit district,GmbH,1994-01-01
Salzburger Verkehrsverbund,Transit district,public company,1995-04-27
Metropolitan Transportation Authority,Transit district,state-owned enterprise,1965-01-01
Hamburger Verkehrsverbund,Transit district,GmbH,1965-11-29
