col0,col1,col2,col3,col4
Canon Inc.,electronics,194151,Canon (Netherlands),printer
Unilever,food industry,168000,Unilever Philippines,laundry detergent
Monsanto,biotechnology,25500,Agracetus,herbicide
Unilever,food industry,168000,Unilever Philippines,cosmetics
Monsanto,biotechnology,25500,Agracetus,seed
Panasonic Corporation,home appliance,257533,Panasonic Holding (Netherlands),DVD player
Canon Inc.,electronics,194151,Canon Medical Systems Corporation,office supply
Panasonic Corporation,home appliance,257533,Panasonic Holding (Netherlands),LCD projector
Canon Inc.,electronics,194151,Canon Medical Systems Corporation,photocopier
Panasonic Corporation,home appliance,257533,Panasonic Holding (Netherlands),digital camera
Canon Inc.,electronics,194151,Canon Medical Systems Corporation,digital camera
Panasonic Corporation,home appliance,257533,Panasonic Holding (Netherlands),desktop computer
Canon Inc.,electronics,194151,Canon Medical Systems Corporation,camera
