col0,col1,col2,col3
No. 34 Squadron RAAF,Australia,World War II,Fairbairn
No. 330 Squadron RNoAF,Norway,World War II,Sola Air Station
No. 27 Squadron RAF,United Kingdom,World War II,RAF Odiham
No. 18 Squadron,United Kingdom,World War II,RAF Odiham
No. 31 Squadron RAF,United Kingdom,World War II,RAF Marham
No. 33 Squadron RAF,United Kingdom,World War II,RAF Benson
No. 230 Squadron,United Kingdom,World War II,RAF Benson
No. 216 Squadron,United Kingdom,World War II,RAF Brize Norton
Supplement Squadron 35,Finland,Winter War,Vaasa Airport
No. 2 Squadron,United Kingdom,World War I,RAF Lossiemouth
No. 29 Squadron,United Kingdom,World War II,RAF Coningsby
No. 114 Squadron,United Kingdom,World War II,RAF Nicosia
No. 103 Squadron,United Kingdom,World War I,RAF Nicosia
829 Naval Air Squadron,United Kingdom,Falklands War,RNAS Culdrose
820 Naval Air Squadron,United Kingdom,World War II,RNAS Culdrose
No. 100 Squadron RAF,United Kingdom,World War II,RAF Leeming
No. 101 Squadron RAF,United Kingdom,World War II,RAF Brize Norton
No. 15 Squadron RAF,United Kingdom,World War I,RAF Lossiemouth
No. 17 Squadron RAF,United Kingdom,World War I,Edwards Air Force Base
No. 653 Squadron,United Kingdom,Cyprus Emergency,RAF Nicosia
