col0,col1,col2,col3
União,Green Party,Araxá,political coalition
União Renovadora,Progressive Republican Party,Petrópolis,political coalition
Desperta Muriaé,Green Party,Muriaé,political coalition
Aliança pela Ética,Green Party,Serra,political coalition
Santa Cruz no Rumo Certo,Progressive Party,Santa Cruz do Sul,political coalition
Pró-Varginha,Progressive Party,Varginha,political coalition
Natureza e Vida,Progressive Party,Patos de Minas,political coalition
Unidos por Timon,Green Party,Timon,political coalition
Pra Iguatu Continuar Avançando,Green Party,Iguatu,political coalition
Por Amor a Saj,Green Party,Santo Antônio de Jesus,political coalition
Renovação com Qualidade,Green Party,Guarapari,political coalition
Coragem pra Mudar,Podemos,Santana,political coalition
Juntos Rumo à Vitória,Workers' Party,Rio das Ostras,political coalition
