col0,col1,col2,col3
Orica-Scott 2017,2018 Mitchelton-Scott (women) season,Georgia Williams,Orica-Scott
Lointek 2016,Lointek 2017,Gloria Rodríguez,Lointek
Lensworld-Zannata 2016,Lensworld-Kuota 2017,Kaat Hannes,Lensworld-Zannata
Top Girls Fassa Bortolo 2016,Top Girls Fassa Bortolo 2017,Irene Bitto,Top Girls Fassa Bortolo
Topsport Vlaanderen-Etixx 2016,Sport Vlaanderen-Etixx 2017,Kelly Van den Steen,Topsport Vlaanderen-Etixx
Orica-Scott 2017,2018 Mitchelton-Scott (women) season,Katrin Garfoot,Orica-Scott
Weber Shimano Ladies Power 2016,Weber Shimano Ladies Power 2017,Jessenia Meneses,Weber Shimano Ladies Power
Alé Cipollini Galassia 2017,2018 Alé Cipollini season,Ane Santesteban,Alé Cipollini Galassia
Lensworld-Zannata 2016,Lensworld-Kuota 2017,Nina Kessler,Lensworld-Zannata
Topsport Vlaanderen-Etixx 2016,Sport Vlaanderen-Etixx 2017,Ann-Sophie Duyck,Topsport Vlaanderen-Etixx
