col0,col1,col2,col3,col4,col5
2010 Hungarian Team Badminton Championships,2010-01-01,2009 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2011 Hungarian Team Badminton Championships,Hungary
1993 Hungarian Team Badminton Championships,1993-01-01,1992 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,1994 Hungarian Team Badminton Championships,Hungary
2007 Hungarian Team Badminton Championships,2007-01-01,2006 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2008 Hungarian Team Badminton Championships,Hungary
1984 Hungarian Team Badminton Championships,1984-01-01,1983 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,1985 Hungarian Team Badminton Championships,Hungary
2003 Hungarian Team Badminton Championships,2003-01-01,2002 Hungarian Team Badminton Championships,Budapesti EAC,2004 Hungarian Team Badminton Championships,Hungary
1979 Hungarian Team Badminton Championships,1979-01-01,1970 Hungarian Team Badminton Championships,Műegyetemi AFC,1980 Hungarian Team Badminton Championships,Hungary
2006 Hungarian Team Badminton Championships,2006-01-01,2005 Hungarian Team Badminton Championships,Budapesti EAC,2007 Hungarian Team Badminton Championships,Hungary
1989 Hungarian Team Badminton Championships,1989-01-01,1988 Hungarian Team Badminton Championships,Budapesti EAC,1990 Hungarian Team Badminton Championships,Hungary
1999 Hungarian Team Badminton Championships,1999-01-01,1998 Hungarian Team Badminton Championships,Budapesti EAC,2000 Hungarian Team Badminton Championships,Hungary
1998 Hungarian Team Badminton Championships,1998-01-01,1997 Hungarian Team Badminton Championships,Budapesti EAC,1999 Hungarian Team Badminton Championships,Hungary
1983 Hungarian Team Badminton Championships,1983-01-01,1982 Hungarian Team Badminton Championships,Nyíregyházi VSSC,1984 Hungarian Team Badminton Championships,Hungary
2009 Hungarian Team Badminton Championships,2009-01-01,2008 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2010 Hungarian Team Badminton Championships,Hungary
