col0,col1,col2,col3,col4
SC Michela Fanini 2015,road bicycle racing,Eyerusalem Kelil,SC Michela Fanini,2015-12-31
Lointek 2015,road bicycle racing,Aurore Verhoeven,Lointek,2015-12-31
Lotto Soudal Ladies 2018,road bicycle racing,Annelies Dom,Lotto Soudal Ladies,2018-12-31
Servetto Footon 2015,road bicycle racing,Michela Pavin,Servetto Footon,2015-12-31
Lensworld-Zannata 2015,road bicycle racing,Marissa Otten,Lensworld-Zannata,2015-12-31
Inpa Sottoli Giusfredi 2015,road bicycle racing,Alice Maria Arzuffi,Inpa Sottoli Giusfredi,2015-12-31
BTC City Ljubljana 2015,road bicycle racing,Olena Pavlukhina,BTC City Ljubljana,2015-12-31
China Liv Pro Cycling 2018,road bicycle racing,Bai Yue,China Liv Pro Cycling,2018-12-31
2018 Astana (women's team) season,road bicycle racing,Lara Vieceli,Astana Women's,2018-12-31
2018 Experza-Footlogix season,road bicycle racing,Jessy Druyts,Experza-Footlogix,2018-12-31
2018 BTC City Ljubljana season,road bicycle racing,Polona Batagelj,BTC City Ljubljana,2018-12-31
2018 Health Mate-Cyclelive season,road bicycle racing,Zsófia Szabó,Health Mate-Cyclelive Team,2018-12-31
2018 Sho-Air Twenty20 season,road bicycle racing,Jasmin Glaesser,Sho-Air Twenty20,2018-12-31
Wiggle High5 2018,road bicycle racing,Lisa Brennauer,Wiggle High5,2018-12-31
Rally 2017,road bicycle racing,Allison Beveridge,Rally Cycling,2017-12-31
China Chongming-Liv 2017,road bicycle racing,Meng Zhaojuan,China Chongming-Liv Pro Cycling,2017-12-31
Lares-Waowdeals Women 2017,road bicycle racing,Thalita de Jong,Lares-Waowdeals Women Cycling Team,2017-12-31
Parkhotel Valkenburg-Destil 2017,road bicycle racing,Hanna Solovey,Parkhotel Valkenburg-Destil Cycling Team,2017-12-31
Drops 2017,road bicycle racing,Martina Ritter,Drops,2017-12-31
Cylance 2017,road bicycle racing,Kirsten Wild,Cylance Pro Cycling,2017-01-31
