col0,col1,col2
Vienna Observatory,Austria,Denkmalgeschütztes Objekt
Archenhold Observatory,Germany,architectural heritage monument
Einstein Tower,Germany,architectural heritage monument
Lowell Observatory,United States of America,National Historic Landmark
Štefánik's Observatory,Czech Republic,cultural monument of the Czech Republic
Royal Observatory,United Kingdom,scheduled monument
Pistoia Mountains Astronomical Observatory,Italy,Italian national heritage
Astronomical Observatory of Abruzzo,Italy,Italian national heritage
McCormick Observatory,United States of America,place listed on the National Register of Historic Places
Sternwarte St. Margarethen,Switzerland,class B Swiss cultural property of regional significance
Hoher List Observatory,Germany,Kulturdenkmal
City Observatory,United Kingdom,category A listed building
Pulkovo Observatory,Russia,cultural heritage site in Russia
Besançon Astronomical Observatory,France,« Patrimoine du XXe siècle » label
Dominion Astrophysical Observatory,Canada,national historic site of Canada
Innsbruck Observatory,Austria,Denkmalgeschütztes Objekt
Fabra Observatory,Spain,Cultural Asset of National Interest
Old Naval Observatory,United States of America,National Historic Landmark
Jodrell Bank Observatory,United Kingdom,UNESCO World Heritage Site
