col0,col1,col2
Pennsylvania Hospital,Perelman School of Medicine at the University of Pennsylvania,1751-05-11
Örebro University Hospital,Örebro University,1778-01-01
New Cross Hospital,University of Birmingham,1994-01-01
Hospital Borda,University of Buenos Aires,1865-01-01
Augsburg Hospital,Ludwig Maximilian University of Munich,1859-01-01
NewYork–Presbyterian Hospital,Weill Cornell Medicine,1998-01-01
Hospital of Lithuanian University of Health Sciences Kaunas Clinics,Lithuanian University of Health Sciences,1939-01-01
Lariboisière Hospital,Paris Diderot University,1854-01-01
Cedars-Sinai Medical Center,David Geffen School of Medicine at UCLA,1961-01-01
Centre hospitalier de l'Université de Montréal,Université de Montréal,1996-01-01
Frederiksberg Hospital,University of Copenhagen,1903-01-01
Klinikum Worms,Johannes Gutenberg University Mainz,1888-01-01
German Center for Pediatric and Adolescent Rheumatology,Ludwig Maximilian University of Munich,1952-01-01
Dana–Farber Cancer Institute,Harvard Medical School,1947-01-01
Boston Children's Hospital,Harvard Medical School,1869-01-01
Children's Hospital Los Angeles,University of Southern California,1901-01-01
University of Texas MD Anderson Cancer Center,University of Texas Health Science Center at Houston,1941-01-01
Hôpital Fernand-Widal,Assistance Publique – Hôpitaux de Paris,1858-01-01
