col0,col1,col2
Toyama Light Rail,kabushiki gaisha,Toyama
"Portland Railway, Light and Power Company",monopoly,Portland
Enoshima Electric Railway,kabushiki gaisha,Kanagawa Prefecture
Rigi Railways,Aktiengesellschaft,Canton of Lucerne
Odakyu Electric Railway,kabushiki gaisha,Tokyo
BLS AG,Aktiengesellschaft,canton of Valais
Okayama Electric Tramway,kabushiki gaisha,Okayama
Fuji Kyuko,kabushiki gaisha,Yamanashi Prefecture
Kobe Rapid Transit Railway,kabushiki gaisha,Hyōgo Prefecture
Shin-Keisei Electric Railway,kabushiki gaisha,Chiba Prefecture
Nagasaki Electric Tramway,kabushiki gaisha,Nagasaki
Kazakhstan Temir Zholy,joint-stock company,Nur-Sultan
Tokyo Monorail,kabushiki gaisha,Tokyo
Tosaden Kotsu,kabushiki gaisha,Kōchi
Keifuku Electric Railroad,kabushiki gaisha,Kyoto
Kagoshima City Transportation Bureau,Japanese Regional Company,Kagoshima
Sanyo Electric Railway,kabushiki gaisha,Hyōgo Prefecture
Kita-Osaka Kyuko Railway,kabushiki gaisha,Ōsaka Prefecture
Midtjyske Jernbaner,joint-stock company,Central Denmark Region
