col0,col1,col2,col3,col4
LXIV Army Corps,1942-09-11,1945-05-08,Nazi Germany,World War II
XXII Army Corps (Wehrmacht),1939-08-26,1940-11-16,Nazi Germany,World War II
XLVI Panzer Corps,1940-06-20,1945-05-08,Nazi Germany,World War II
XIV Panzer Corps,1942-01-01,1945-05-01,Nazi Germany,World War II
X SS Corps,1945-01-26,1945-03-07,Nazi Germany,World War II
XXXVI Mountain Corps,1941-11-18,1945-05-08,Nazi Germany,World War II
XV Mountain Corps,1943-08-25,1945-05-08,Nazi Germany,World War II
III Army Corps,1934-01-01,1945-01-01,Nazi Germany,World War II
II Army Corps,1934-01-01,1945-01-01,Nazi Germany,World War II
IV Army Corps,1934-01-01,1944-01-01,Nazi Germany,World War II
II SS Panzer Corps,1942-01-01,1945-01-01,Nazi Germany,World War II
I SS Panzer Corps,1943-01-01,1945-01-01,Nazi Germany,World War II
I Army Corps,1934-01-01,1945-01-01,Nazi Germany,World War II
XIX Army Corps,1939-01-01,1940-01-01,Nazi Germany,World War II
III (Germanic) SS Panzer Corps,1943-01-01,1945-01-01,Nazi Germany,World War II
XVII Army Corps,1938-01-01,1945-01-01,Nazi Germany,World War II
LII Army Corps,1940-10-25,1944-09-27,Nazi Germany,World War II
LV Army Corps (Wehrmacht),1941-01-06,1945-04-30,Nazi Germany,World War II
Finnish Volunteer Battalion of the Waffen-SS,1941-01-01,1943-01-01,Nazi Germany,World War II
XXIV Army Corps,1939-09-17,1942-06-21,Nazi Germany,World War II
IV SS Panzer Corps,1944-01-01,1945-01-01,Nazi Germany,World War II
Kalmykian Voluntary Cavalry Corps,1942-01-01,1945-01-01,Nazi Germany,World War II
V SS Mountain Corps,1943-01-01,1945-01-01,Nazi Germany,World War II
"Heer. Armeekorps, LIII.",1941-01-01,1945-01-01,Nazi Germany,World War II
Afrika Korps,1941-01-01,1943-01-01,Nazi Germany,World War II
IX SS Mountain Corps,1944-06-21,1945-02-12,Croatia,World War II
Free Corps Denmark,1941-06-29,1943-01-01,Denmark,World War II
II Corps,1918-01-01,1970-01-01,United States of America,World War II
IV Corps,1918-06-20,1968-01-01,United States of America,World War II
6th Army Corps,1877-01-01,1917-01-01,Russian Empire,World War I
V Corps,1918-01-01,2013-09-15,Germany,World War I
Genoese crossbowmen,1200-01-01,1600-01-01,Republic of Genova,Battle of Meloria
LXXXXVII Army Corps (Wehrmacht),1944-09-28,1945-05-08,Nazi Germany,World War II
VII Panzer Corps,1944-12-18,1945-05-08,Nazi Germany,World War II
LXXV Army Corps (Wehrmacht),1944-01-15,1945-05-02,Nazi Germany,World War II
LVIII Panzer Corps,1943-07-28,1945-04-18,Nazi Germany,World War II
LI Corps,1940-11-25,1943-01-31,Nazi Germany,World War II
LI Mountain Corps (Wehrmacht),1943-08-15,1945-05-08,Nazi Germany,World War II
XLVIII Panzer Corps,1940-12-15,1945-05-08,Nazi Germany,World War II
XL Panzer Corps,1940-01-26,1945-05-08,Nazi Germany,World War II
XXXIX Panzer Corps,1940-01-01,1945-01-01,Nazi Germany,World War II
XXXIV Army Corps (Wehrmacht),1944-11-13,1945-05-08,Nazi Germany,World War II
XXII Mountain Corps (Wehrmacht),1943-08-12,1945-05-08,Nazi Germany,World War II
XXI Mountain Corps,1943-08-25,1945-05-08,Nazi Germany,World War II
XVI Army Corps,1944-07-16,1941-02-17,Nazi Germany,World War II
XXXXIV Army Corps (Wehrmacht),1940-04-15,1944-09-27,Nazi Germany,World War II
XXX Army Corps (Wehrmacht),1944-10-26,1944-08-31,Nazi Germany,World War II
