col0,col1,col2
Quebec City Archives,Canada,Quebec City
Helsinki City Archives,Finland,Helsinki
Ghent Archives,Belgium,Ghent
Prague City Archives,Czech Republic,Prague 11
Arxiu Municipal de Creixell,Spain,Creixell
Arxiu Municipal del districte de Sants-Montjuïc,Spain,Sants-Montjuïc
Umeå City Archives,Sweden,Umeå Municipality
Town Archives of Ieper,Belgium,Ypres
City archive Kloten,Switzerland,Kloten
Uppsala stadsarkiv,Sweden,Uppsala Municipality
The Municipal Archives of Trondheim,Norway,Trondheim
Arxiu Municipal de Tarragona,Spain,Tarragona
