col0,col1,col2,col3,col4,col5
Craighead County,Craig County,Arkansas,1859-02-19,Craighead County,Greene County
Lincoln County,Lincoln County,Arkansas,1871-03-28,Lincoln County,Drew County
Jefferson County,Jefferson County,Arkansas,1829-11-02,"Jefferson County, Arkansas",Arkansas County
Grant County,Grand County,Arkansas,1869-02-04,Grant County,Saline County
Jefferson County,Jefferson Parish,Arkansas,1829-11-02,"Jefferson County, Arkansas",Lonoke County
Grant County,Grand County,Arkansas,1869-02-04,Grant County,Cleveland County
Jefferson County,Jefferson Parish,Arkansas,1829-11-02,"Jefferson County, Arkansas",Cleveland County
Lincoln County,Lincoln County,Arkansas,1871-03-28,Lincoln County,Jefferson County
Jefferson County,Jefferson County,Arkansas,1829-11-02,"Jefferson County, Arkansas",Lincoln County
Grant County,Grand County,Arkansas,1869-02-04,Grant County,Jefferson County
