col0,col1,col2
Spanish Communist Workers' Party,communism,Seville
Askatasuna,Basque nationalism,Bilbao
Ezker Batua – Berdeak,socialism,Bilbao
Liberal Party,centrism,Madrid
Falange Española Tradicionalista y de las JONS,Francoism,Madrid
Workers' Party of Spain – Communist Unity,Eurocommunism,Madrid
Falange Española Independiente,anti-communism,Madrid
Communist Party of Spain (Marxist–Leninist),Stalinism,Madrid
The Greens–Green Group,pacifism,Madrid
Revolutionary Communist League,feminism,Madrid
People's Alliance,conservatism,Madrid
Carlist Tradicionalist Party,patriotism,Madrid
Communist Party of the People of Spain,communism,Madrid
Ciudadanos,secularism,Barcelona
Communist Party of Spain (Reconstituted),Marxism–Leninism,France
"People's Party (Spain, 1976)",centre-right,calle de López de Hoyos
Cangas Left Alternative,left-wing,Cangas
Canarian Nationalist Alternative,socialism,La Orotava
Cantonal Party,cantonalism,Cartagena
Badajoz TUYO,neoliberalism,Badajoz
