col0,col1,col2
Roman Catholic Diocese of Vijayapuram,Sebastian Thekethecheril,Ecclesiastical Province of Verapoly
Roman Catholic Diocese of Vijayawada,Joseph Raja Rao Thelegathoti,Ecclesiastical Province of Visakhapatnam
Roman Catholic Diocese of Tuticorin,Stephen Antony Pillai,Ecclesiastical Province of Madurai
Roman Catholic Diocese of Włocławek,Wiesław Mering,Ecclesiastical province of Gniezno
Roman Catholic Diocese of Wallis et Futuna,Susitino Sionepoe,Roman Catholic Archdiocese of Nouméa
Roman Catholic Diocese of Srikakulam,Vijaya Kumar Rayarala,Ecclesiastical Province of Visakhapatnam
Roman Catholic Diocese of Tanjore,Devadass Ambrose Mariadoss,Ecclesiastical Province of Pondicherry and Cuddalore
Roman Catholic Diocese of Sivagangai,Jebalamai Susaimanickam,Ecclesiastical Province of Madurai
Roman Catholic Diocese of Tezpur,Michael Akasius Toppo,Ecclesiastical Province of Guwahati
Roman Catholic Diocese of Sosnowiec,Grzegorz Kaszak,Ecclesiastical province of Częstochowa
Roman Catholic Diocese of Cochin,Joseph Kariyil,Ecclesiastical Province of Verapoly
Roman Catholic Diocese of Dumka,Julius Marandi,Ecclesiastical Province of Ranchi
Roman Catholic Diocese of Dharmapuri,Lawrence Pius Dorairaj,Ecclesiastical Province of Pondicherry and Cuddalore
Roman Catholic Diocese of Dindigul,Thomas Paulsamy,Ecclesiastical Province of Madurai
Roman Catholic Diocese of Coimbatore,Thomas Aquinas Lephonse,Ecclesiastical Province of Madras and Mylapore
Roman Catholic Diocese of Darjeeling,Stephen Lepcha,Ecclesiastical Province of Calcutta
Diocese of Daet,Rex Andrew Clement Alarcon,Archdiocese of Caceres
Roman Catholic Diocese of Simdega,Vincent Barwa,Ecclesiastical Province of Ranchi
Roman Catholic Diocese of Simla and Chandigargh,Ignatius Loyola Mascarenhas,Ecclesiastical Province of Delhi
Roman Catholic Diocese of Shimoga,Francis Serrao,Ecclesiastical Province of Bangalore
