col0,col1,col2,col3,col4
Coarcal Counfil of Moianès,Spain,2015/07/20,president of Comarcal Council of Moianès,Moianès
Comaral Councl of Priorat,Spain,1988/03/09,president of Comarcal Council of Priorat,Priorat
Comarcal Couocil of Terra Alta,Spain,1988/03/09,president of Comarcal Council of Terra Alta,Terra Alta
Comarcal Council o Ribera d'Ebre,Spain,1988/03/09,president of Comarcal Council of Ribera d'Ebre,Ribera d'Ebre
Comarcal Council of Conca de Barber,Spain,1988/03/09,president of Comarcal Council of Conca de Barberà,Conca de Barberà
Comarcal Coupcil of Montsià,Spain,1988/03/09,president of Comarcal Council of Montsià,Montsià
Comarcal Council oh Al Camp,Spain,1988/03/09,president of Comarcal Council of Alt Camp,Alt Camp
Comarcan Councjl of Baix Ebre,Spain,1988/03/09,president of Comarcal Council of Baix Ebre,Baix Ebre
Comarcal Council of Baix Penefès,Spain,1988/03/09,president of Comarcal Council of Baix Penedès,Baix Penedès
Comarcal Concil of Baix Camp,Spain,1988/03/09,president of Comarcal Council of Baix Camp,Baix Camp
Comarcal Councll of Tarragonès,Spain,1988/03/09,president of Comarcal Council of Tarragonès,Tarragonès
