col0,col1,col2,col3
Bathurst Airport,20747,733,42.1
Cooktown Airport,13200,11,43.9
Kununurra Airport,74223,44,45.3
Cocos (Keeling) Islands Airport,15039,3,32.8
Christmas Island Airport,19256,279,31.8
Sunshine Coast Airport,1234905,3,41.3
Ürümqi Diwopu International Airport,23027788,648,44.0
Cairns Airport,4945798,10,42.6
Brisbane Airport,23466763,13,40.2
Tennant Creek Airport,8500,375,45.6
Gove Airport,57613,52,38.7
Darwin International Airport,1972383,103,38.9
Alice Springs Airport,621412,1789,45.6
