col0,col1,col2,col3
FC Barcelona,Camp Nou,La Liga Santander,Spain
FC Barcelona B,Mini Estadi,Segunda División,Spain
Monaghan United F.C.,Kingspan Century Park,League of Ireland,Ireland
Ottawa Fury FC,TD Place Stadium,USL Championship,Canada
Osun Babes F.C.,Oshogbo Stadium,Nigeria Women Premier League,Nigeria
AEM Mouttagiaka,Mouttagiaka Community Stadium,EPOL First Division,Republic of Cyprus
Dinamo Mesa Geitonia,Kalogeropoulio Stadium,EPOL First Division,Republic of Cyprus
PAEK Kolossi,Kolossi Community Stadium,EPOL First Division,Republic of Cyprus
APOP Parekklisia,Parekklisia Community Stadium,EPOL First Division,Republic of Cyprus
Proodos Germasogeia River,Yermasoyia Municipal Stadium,EPOL First Division,Republic of Cyprus
AEG Yermasoyia,Yermasoyia Municipal Stadium,EPOL First Division,Republic of Cyprus
AEP Pano Polemidia,Pano Polemidhia Community Stadium,STOK Elite Division,Republic of Cyprus
CSM Roman,Stadionul Moldova,Liga III,Romania
