col0,col1,col2,col3
Green Planet,Helge Normann,2003-01-01,Stockport
Mary Kay,Mary Kay Ash,1963-01-01,Dallas
Tiens Biotech Group,Li Jinyuan,1995-01-01,Tianjin
Saulo y Yairo,Amaury Vergara,1991-01-01,Guadalajara
Herbalife,Mark R. Hughes,1980-02-01,Cayman Islands
Oriflame Cosmetics,Jonas af Jochnick,1967-01-01,Stockholm
Amway,Jay Van Andel,1959-01-01,Michigan
ViSalus,Ryan Blair,2005-01-01,Los Angeles
Avon Products Inc,David H. McConnell,1886-01-01,New York City
USFIA,Steve Chen,2013-01-01,Arcadia
