col0,col1,col2,col3
Wirtschaftsverband Erdöl- und Erdgasgewinnung,registered association,Germany,1945-01-01
Vereinigung Deutscher Opernchöre und Bühnentänzer,registered association,Germany,1959-01-01
Association of Iranian Physicians and Dentists in Germany,registered association,Germany,1961-01-01
Verein zur Förderung der Wettbewerbswirtschaft,registered association,Germany,1964-01-01
Verein Deutscher Eisen- und Stahl-Industrieller,registered association,Germany,1874-01-01
Cercle Artístic de Sant Lluc,voluntary association,Spain,1893-01-01
Heimatbund Niedersachsen,registered association,Germany,1901-01-01
Verband der Ärzte Deutschlands (Hartmannbund),registered association,Germany,1900-01-01
Handelsverband Deutschland - Der Einzelhandel,registered association,Germany,1919-01-01
Nationalklub von 1919,registered association,Germany,1919-01-01
