col0,col1,col2
B-67,2000 Greenlandic Team Badminton Championships,Denmark
Derry City F.C.,Setanta Sports Cup,Ireland
Ermis Aradippou FC,1991–92 Cypriot Cup,Republic of Cyprus
Apollon Limassol FC,1984–85 Cypriot First Division,Republic of Cyprus
APEP F.C.,1991–92 Cypriot Cup,Republic of Cyprus
ZESCO United F.C.,2019 Zambia Super League,Zambia
Anorthosis Famagusta FC,1995–96 UEFA Champions League,Republic of Cyprus
TSV 1860 München,2018–19 3. Liga,Germany
Zagłębie Lubin,2013–14 Ekstraklasa,Poland
Górnik Zabrze,2013–14 Ekstraklasa,Poland
Zagłębie Sosnowiec,1955 Ekstraklasa,Poland
APOEL F.C.,2007–08 Cypriot First Division,Republic of Cyprus
AFC Bournemouth,2019–20 Premier League,United Kingdom
Bury F.C.,1903 FA Cup Final,United Kingdom
Notts County F.C.,1894 FA Cup Final,United Kingdom
