col0,col1,col2,col3,col4,col5
Lac-Jérôme,0,unorganized area in Quebec,Canada,Sept-Îles,41731.403
Lac-Juillet,0,unorganized area in Quebec,Canada,Rivière-Koksoak,3545.5
Lac-Jacques-Cartier,0,unorganized area in Quebec,Canada,La Tuque,4286.4
Lac-Huron,10,unorganized area in Quebec,Canada,La Trinité-des-Monts,965.3
Lac-Granet,0,unorganized area in Quebec,Canada,Val-d'Or,218.49
Lac-Ernest,0,unorganized area in Quebec,Canada,Nominingue,381.5
Lac-Duparquet,0,unorganized area in Quebec,Canada,Rapide-Danseur,114.82
Lac-Despinassy,10,unorganized area in Quebec,Canada,Eeyou Istchee James Bay Regional Government,1861.81
Lac-Devenyns,0,unorganized area in Quebec,Canada,Rivière-de-la-Savane,101.64
Lac-De La Bidière,0,unorganized area in Quebec,Canada,La Tuque,1665.9
Lac-Croche,0,unorganized area in Quebec,Canada,La Tuque,1772.6
Lac-Chicobi,136,unorganized area in Quebec,Canada,Berry,720.82
