col0,col1,col2
Archdiocese of Davao,Davao Cathedral,Romulo Valles
Roman Catholic Archdiocese of Guadalajara,Guadalajara Cathedral,Francisco Robles Ortega
Roman Catholic Archdiocese of Bologna,Bologna Cathedral,Scipione Borghese
Roman Catholic Archdiocese of Karachi,Saint Patrick's Cathedral,Joseph Coutts
Roman Catholic Archdiocese of Brisbane,"Cathedral of St Stephen, Brisbane",Mark Coleridge
Roman Catholic Archdiocese of Dublin,St Mary's Pro-Cathedral,Diarmuid Martin
Roman Catholic Archdiocese of Delhi,"Sacred Heart Cathedral, New Delhi",Anil Couto
Roman Catholic Archdiocese of Dar-es-Salaam,"St. Joseph's Cathedral, Dar es Salaam",Jude Thadaeus Ruwa’ichi
Roman Catholic Archdiocese of Trani-Barletta-Bisceglie,Cathedral of Trani,Leonardo D’Ascenzo
Roman Catholic Archdiocese of Papeete,Papeete Cathedral,Jean-Pierre Cottanceau
Roman Catholic Archdiocese of Acerenza,Acerenza Cathedral,Francesco Sirufo
Roman Catholic Archdiocese of Benevento,Benevento Cathedral,Felice Accrocca
Roman Catholic Archdiocese of Siena-Colle di Val d'Elsa-Montalcino,Siena Cathedral,Augusto Paolo Lojudice
Roman Catholic Archdiocese of Athens,Cathedral Basilica of St. Dionysius the Areopagite,Sevastianos Rossolatos
Roman Catholic Archdiocese of Rossano-Cariati,Rossano Cathedral,Giuseppe Satriano
Roman Catholic Archdiocese of Accra,Holy Spirit Cathedral (Accra),John Bonaventure Kwofie
Roman Catholic Archdiocese of St Andrews and Edinburgh,"St Mary's Cathedral, Edinburgh",Leo Cushley
Roman Catholic Archdiocese of Tunis,Cathedral of St. Vincent de Paul,Ilario Antoniazzi
Roman Catholic Archdiocese of Paris,Notre-Dame de Paris,Michel Aupetit
Roman Catholic Archdiocese of Armagh,St Patrick's Cathedral,Eamon Martin
