col0,col1,col2,col3,col4
Hamamatsu Shiritsu Futamata Elementary School,299,1873-01-01,state school,Tenryū Ward
Shibuya Ward Tomigaya Elementary School,470,1931-04-01,state school,Shibuya
Shibuya Ward Yoyogi Sanya Elementary School,392,2015-04-01,state school,Shibuya
Shibuya ward Nakahata elementary school,399,1931-04-28,state school,Shibuya
Shibuya Ward Tokiwamatsu Elementary School,139,1925-12-21,state school,Shibuya
Shibuya ward Hatashiro elementary school,655,1882-02-02,state school,Shibuya
Shibuya Ward Rinsen Elementary School,327,1877-12-01,state school,Shibuya
Shibuya Ward Hatomori Elementary School,121,1922-09-07,state school,Shibuya
Mizumoto Chūō Elementary School,50,2006-04-01,state school,Tsuruta
Koganei Daiichi Elementary School,597,1873-01-01,state school,Koganei
Terashima Daisan Primary School,295,1914-01-01,state school,Sumida-ku
Rinkai Elementary School,290,1905-01-01,state school,Kōtō-ku
Ōjima Nan'ō Elementary School,233,2007-01-01,state school,Kōtō-ku
Sakurano Elementary School,941,1955-04-01,state school,Musashino
Jingumae Elementary School,341,1923-04-12,state school,Shibuya
Takanawadai Elementary School,635,1935-01-01,state school,Minato-ku
Seinan Elementary School,562,1906-01-01,state school,Minato-ku
Fujisaki Chūō Elementary School,149,1996-04-01,state school,Fujisaki
Warabi City Chūō Elementary School,354,1954-04-01,state school,Warabi
Akado Elementary School,509,1924-01-01,state school,Arakawa-ku
