col0,col1,col2
Yamagata Domain,Dewa Province,Yamagata Castle
Takatō Domain,Shinano Province,Takatō Castle
Nagaoka Domain,Echigo Province,Nagaoka Castle
Toyooka Domain,Tajima Province,Toyooka Jin'ya
Zeze Domain,Ōmi Province,Zeze Castle
Yūki Domain,Shimōsa Province,Yuki Castle
Iwakitaira Domain,Mutsu Province,Iwakitaira Castle
Sōma-Nakamura Domain,Mutsu Province,Sōma-Nakamura Castle
Sayama Domain,Kawachi Province,Sayama Jin'ya
Yodo Domain,Yamashiro Province,Yodo Castle
Tanagura Domain,Mutsu Province,Tanagura Castle
Murakami Domain,Echigo Province,Murakami Castle
Honjō Domain,Yuri District,Honjō Castle
Shinjō Domain,Dewa Province,Shinjō Castle
Iwatsuki Domain,Musashi Province,Iwatsuki Castle
Amagasaki Domain,Amagasaki,Amagasaki Castle
Koizumi Domain,Yamato Province,Koizumi Castle
Annaka Domain,Kōzuke Province,Annaka Castle
Ōmizo Domain,Ōmi Province,Ōmizo Jin'ya
Miharu Domain,Mutsu Province,Miharu Castle
