col0,col1,col2,col3
L.Scientifico M.Pagano,Italy,liceo scientifico,Campobasso
Liceo Scientifico Statale Ignazio Vian,Italy,liceo scientifico,Bracciano
M.Luigia-Parma,Italy,liceo scientifico,Parma
L.Sc.-C.Colombo-Marigliano-,Italy,liceo scientifico,Marigliano
L. Sc. Euclide Ass. Iis Euclide,Italy,liceo scientifico,Bova Marina
L.Sientifico  Tassinari,Italy,liceo scientifico,Pozzuoli
Virgilio S. Giorgio Del Sannio,Italy,liceo scientifico,San Giorgio del Sannio
Sandro Pertini,Italy,liceo scientifico,Ladispoli
Ls Antonio Gramsci,Italy,liceo scientifico,Florence
A. Diaz Sede Staccata,Italy,liceo scientifico,San Nicola la Strada
A. Serpieri,Italy,liceo scientifico,Rimini
Manfredo Fanti,Italy,liceo scientifico,Carpi
Lic. Scient. G. Bruno Muravera,Italy,liceo scientifico,Muravera
