col0,col1,col2
Biblioteca Municipal de Pombal,Pombal,Portuguese National Network of Public Libraries
Biblioteca Municipal de Arraiolos,Arraiolos,Portuguese National Network of Public Libraries
Biblioteca Municipal de Melgaço,Melgaço,Portuguese National Network of Public Libraries
Hakunila Library,Vantaa,Vantaa City Library
Bibliothèque Saint-Henri,Montreal,Montreal Public Libraries Network
Plateau-Mont-Royal Library,Montreal,Montreal Public Libraries Network
Library of Ahuntsic,Montreal,Montreal Public Libraries Network
Bibliothèque Benny,Montreal,Montreal Public Libraries Network
Bibliothèque municipale du Havre,Le Havre,bibliothèque municipale du Havre
Santa Maria da Feira Library,Santa Maria da Feira,Portuguese National Network of Public Libraries
Biblioteca Municipal de Viana do Castelo,Viana do Castelo,Portuguese National Network of Public Libraries
Biblioteca Lúcio Craveiro da Silva,Braga,Portuguese National Network of Public Libraries
Children Literature Documentation Center of Donostia,Donostia-San Sebastian,Donostia Central Library (Donostiako Udal Liburutegia)
Nordhausen Public Library,Nordhausen,local government
Historical Council Library,Weißenburg in Bayern,Stadtarchiv Weißenburg i. Bay.
Almeida Garrett Library,Lordelo do Ouro e Massarelos,Portuguese National Network of Public Libraries
Rocha Peixoto Municipal Library,Póvoa de Varzim,Portuguese National Network of Public Libraries
Biblioteca Municipal de Chaves,Santa Maria Maior,Portuguese National Network of Public Libraries
Copenhagen Main Library,Copenhagen Municipality,Copenhagen Libraries
