col0,col1,col2
Bangladeshi cricket team in England in 2010,2010-01-01,cricket
Bangladeshi cricket team in England in 2005,2005-01-01,cricket
Bangladesh cricket team in Pakistan in 2003,2003-01-01,cricket
Bangladesh cricket team in Australia in 2003,2003-01-01,cricket
Bangladesh cricket team in Australia in 2008,2008-01-01,cricket
Australian cricket team in Zimbabwe in 2004,2004-01-01,cricket
Australian cricket team in West Indies in 2008,2008-01-01,cricket
Australian cricket team in West Indies in 2003,2003-01-01,cricket
Australian cricket team in Sri Lanka in 2011,2011-01-01,cricket
Australian cricket team in Sri Lanka in 1999,1999-01-01,cricket
Australian cricket team in Sri Lanka in 1992,1992-01-01,cricket
Australian cricket team in Scotland in 2009,2009-01-01,cricket
Australian cricket team in England in 2005,2005-01-01,cricket
Australian cricket team in England and Ireland in 2012,2012-01-01,cricket
1920 Great Britain Lions tour,1920-01-01,rugby league
1996 Great Britain Lions tour,1996-01-01,rugby league
1990 Great Britain Lions tour,1990-01-01,rugby league
2014 France rugby union tour of Australia,2014-01-01,rugby union
2014 Wales rugby union tour of South Africa,2014-01-01,rugby union
2014 Ireland rugby union tour of Argentina,2014-01-01,rugby union
1984 New Zealand rugby union tour of Fiji,1984-01-01,rugby union
1996 Samoa rugby union tour of New Zealand,1996-01-01,rugby union
1978 France rugby union tour of Far East and Canada,1978-01-01,rugby union
2014 Scotland rugby union tour of the Americas and South Africa,2014-01-01,rugby union
1986 Japan rugby union tour of North America,1986-01-01,rugby union
1981 Romania rugby union tour of Scotland,1981-01-01,rugby union
"1980 Italy rugby union tour of USA, New Zealand and South Pacific",1980-01-01,rugby union
1997 Tonga rugby union tour of Africa,1997-01-01,rugby union
1996 Fiji rugby union tour of New Zealand and South Africa,1996-01-01,rugby union
2013 Ireland rugby union tour of Canada and United States,2013-01-01,rugby union
1957 Barbarians tour of Canada,1957-01-01,rugby union
1998 Nike Tour graduates,1998-01-01,golf
1997 Nike Tour graduates,1997-01-01,golf
1996 Nike Tour graduates,1996-01-01,golf
1995 Nike Tour graduates,1995-01-01,golf
South African cricket team in England in 1912,1912-01-01,cricket
Australian cricket team in England in 1912,1912-01-01,cricket
