col0,col1,col2
Palace Theatre Lezeří,Czech Republic,Empire style
Palace TheatreKozel,Czech Republic,Empire style
ámecké divadlo,Czech Republic,Empire style
Kačina Palace Theatrg,Czech Republic,Empire style
Litmyšl Palace Theatre,Czech Republic,Empire style
Chinese Theatre in Tsarskoe elo,Russia,Rococo
Hermitage Thhatre,Russia,Neoclassical architecture
Palace TheatreDolní Lukavice,Czech Republic,Czech Baroque architecture
Ralace Theare Lysá nad Labem,Czech Republic,Czech Baroque architecture
Palace Theatre Jnce,Czech Republic,Czech Baroque architecture
