col0,col1,col2,col3
Philippine School for the Deaf,Pasay,1907-01-01,Philippines
Patiala School for the Deaf-blind,Patiala,2011-01-01,India
Vatika High School for Deaf & Dumb,Chandigarh,1991-01-01,India
Victorian College for the Deaf,Victoria,1860-01-01,Australia
St John's Catholic School for the Deaf,Leeds,1870-01-01,United Kingdom
Institut National de Jeunes Sourds de Paris,5th arrondissement of Paris,1760-01-01,France
Atlanta Area School for the Deaf,Clarkston,1972-01-01,United States of America
Governor Baxter School for the Deaf,Falmouth,1957-01-01,United States of America
St. John School for the Deaf,St. Francis,1876-01-01,United States of America
Washington School for the Deaf,Vancouver station,1886-02-03,United States of America
Western Pennsylvania School for the Deaf,Edgewood,1869-01-01,United States of America
Illinois School for the Deaf,Jacksonville,1839-01-01,United States of America
Tennessee School for the Deaf,Knoxville,1844-01-01,United States of America
