col0,col1,col2,col3
1406 papal conclave,Papal States,Council of Constance,1406-12-09
1389 papal conclave,Apostolic Palace,1404 papal conclave,1389-11-10
1667 papal conclave,Apostolic Palace,1669–70 papal conclave,1667-06-20
May 1605 papal conclave,Apostolic Palace,1621 papal conclave,1605-05-16
1591 papal conclave,Apostolic Palace,1592 papal conclave,1591-10-29
1314–16 papal conclave,Carpentras Cathedral,1334 papal conclave,1316-08-15
January 1276 papal conclave,Arezzo Cathedral,July 1276 papal conclave,1276-01-29
1352 papal conclave,Palais des Papes,1362 papal conclave,1352-12-26
1700 papal conclave,Apostolic Palace,1721 papal conclave,1700-11-23
1676 papal conclave,Apostolic Palace,1689 papal conclave,1676-09-21
