col0,col1,col2,col3,col4
Nagasaki Prefectural Assembly,Nagasaki Prefecture,prefectural assembly,Japan,46
Ibaraki Prefectural Assembly,Ibaraki Prefecture,prefectural assembly,Japan,63
Gunma Prefectural Assembly,Gunma Prefecture,prefectural assembly,Japan,50
Akita Prefectural Assembly,Akita Prefecture,prefectural assembly,Japan,43
Fukushima Prefectural Assembly,Fukushima Prefecture,prefectural assembly,Japan,58
Fukuoka Prefectural Assembly,Fukuoka Prefecture,prefectural assembly,Japan,86
Fukui Prefectural Assembly,Fukui Prefecture,prefectural assembly,Japan,37
Kanagawa Prefectural Assembly,Kanagawa Prefecture,prefectural assembly,Japan,105
Ishikawa Prefectural Assembly,Ishikawa Prefecture,prefectural assembly,Japan,43
Kumamoto Prefectural Assembly,Kumamoto Prefecture,prefectural assembly,Japan,48
Shiga Prefectural Assembly,Shiga Prefecture,prefectural assembly,Japan,44
Tochigi Prefectural Assembly,Tochigi Prefecture,prefectural assembly,Japan,50
