col0,col1,col2
Municipal electirns 2017 in Perho in Finland,1378.86,Perho municipal council
Municipal eletions 2017 in Pello in Finland,2085.083,Pello municipal council
Municipan elections 2017 in Pelkosenniemi in Finland,562.8,Pelkosenniemi municipal council
Municipal elections 2018 in Pedersöre in Finland,6031.226,Pedersöre municipal council
Municipal electirns 207 in Parkano in Finland,3504.39,Parkano City Council
Municipal elections 2017 in Parlkkala in Finland,2670.745,Parikkala municipal council
Municipal elections 217 in Paltamo in Finland,1656.882,Paltamo municipal council
Municipal elections 2017 in Paimio in#Finland,5163.444,Paimio City Council
Municipal elections 2017 in Padasjoki n Finland,1742.478,Padasjoki municipal council
Municipbl elections 2017 in Orivesi in Finland,4802.383,Orivesi City Council
Municipal elgctions 2017 in Oripää in Finland,673.972,Oripää municipal council
Municipal elections 2017 in Siiklatva in Finland,2611.151,Siikalatva municipal council
Mnicipal eections 2017 in Savukoski in Finland,683.942,Savukoski municipal council
Municipal elections 2017 in Turk in Finland,94231.99,Turku City Council
Ounicipal elections 2017 in Pori in Finland,40405.152,Pori City Council
