col0,col1,col2,col3,col4
Initiative for Catalonia-The Greens parliamentary group,parliamentary group of the Parliament of Catalonia,1995-12-05,left-wing,Spain
Initiative for Catalonia parliamentary group,parliamentary group of the Parliament of Catalonia,1988-06-16,left-wing,Spain
Andalusian Group,parliamentary group of the Parliament of Catalonia,1980-07-30,left-wing,Spain
Centrists Parliamentary Group,parliamentary group of the Parliament of Catalonia,1980-04-10,centrism,Spain
Unified Socialist Party of Catalonia parliamentary group,parliamentary group of the Parliament of Catalonia,1980-04-10,left-wing,Spain
Socialist Group,parliamentary group of the Parliament of Catalonia,1980-04-10,left-wing,Spain
Socialist Group at the Parliament of Catalonia,parliamentary group of the Parliament of Catalonia,1984-05-17,left-wing,Spain
Socialist Parliamentary Group,parliamentary group of the Parliament of Catalonia,2010-12-16,left-wing,Spain
Popular Unity Candidates - Constituent Call Parliamentary Group,parliamentary group of the Parliament of Catalonia,2015-10-26,far-left,Spain
Popular Parliamentary Group,parliamentary group of the Parliament of Catalonia,1984-05-17,right-wing,Spain
