col0,col1,col2,col3,col4
KRBQ,Entercom,United States of America,1948-01-01,San Francisco
KNBR,Cumulus Media,United States of America,1922-01-01,San Francisco
KMVQ-FM,Bonneville International,United States of America,1949-01-01,San Francisco
KOIT,Bonneville International,United States of America,1959-01-01,San Francisco
KOSF,iHeartMedia,United States of America,1947-01-01,San Francisco
KDFC,University of Southern California,United States of America,1946-01-01,San Francisco
Radio City,Bauer Media Finland,Finland,1985-04-30,Finland
Sport FM,Harry Harkimo,Finland,2000-01-01,Finland
WCKX,Urban One,United States of America,1993-01-01,Columbus
WCBE,Columbus City Schools,United States of America,1956-01-01,Columbus
WLNK,Entercom,United States of America,1961-01-01,Charlotte
WFNZ,Entercom,United States of America,1941-01-01,Charlotte
WBT,Entercom,United States of America,1922-01-01,Charlotte
WSOC-FM,Beasley Broadcast Group,United States of America,1961-01-01,Charlotte
