col0,col1,col2,col3
Las Vegas Raiders,Jon Gruden,Las Vegas,Allegiant Stadium
Atlanta Falcons,Dan Quinn,Flowery Branch,Mercedes-Benz Stadium
Cincinnati Bengals,Marvin Lewis,Cincinnati,Paul Brown Stadium
Buffalo Bills,Sean McDermott,Orchard Park,New Era Field
Tennessee Titans,Mike Vrabel,Nashville,Nissan Stadium
Baltimore Ravens,John Harbaugh,Baltimore,M&T Bank Stadium
Cleveland Browns,Freddie Kitchens,Cleveland,FirstEnergy Stadium
Pittsburgh Steelers,Mike Tomlin,Pittsburgh,Heinz Field
Houston Texans,Bill O'Brien,Houston,NRG Stadium
Philadelphia Eagles,Chip Kelly,Philadelphia,Lincoln Financial Field
Denver Broncos,Vance Joseph,Denver,Sports Authority Field at Mile High
Los Angeles Chargers,Anthony Lynn,Los Angeles,SDCCU Stadium
Indianapolis Colts,Chuck Pagano,Indianapolis,Lucas Oil Stadium
Miami Dolphins,Adam Gase,Miami,Hard Rock Stadium
Jacksonville Jaguars,Gus Bradley,Jacksonville,TIAA Bank Field
Kansas City Chiefs,Hank Stram,Kansas City,Arrowhead Stadium
New England Patriots,Bill Belichick,Foxborough,Gillette Stadium
Atlanta Legends,Brad Childress,Atlanta,Georgia State Stadium
Memphis Express,Mike Singletary,Memphis,Liberty Bowl Memorial Stadium
Birmingham Iron,Tim Lewis,Birmingham,Legion Field
