col0,col1,col2,col3,col4,col5
Comarcal Council of Vall d'Aran,Val d'Aran,1988-03-09,Spain,19,comarcal councillor of Vall d'Aran
Comarcal Council of Segarra,Segarra,1988-03-09,Spain,19,comarcal councillor of Segarra
Comarcal Council of Garrigues,Garrigues,1988-03-09,Spain,19,comarcal councillor of Garrigues
Comarcal Council of Segrià,Segrià,1988-03-09,Spain,33,comarcal councillor of Segrià
Comarcal Council of Osona,Osona,1988-03-09,Spain,33,comarcal councillor of Osona
Comarcal Council of Berguedà,Berguedà,1988-03-09,Spain,19,comarcal councillor of Berguedà
Comarcal Council of Pallars Jussà,Pallars Jussà,1988-03-09,Spain,19,comarcal councillor of Pallars Jussà
Comarcal Council of Terra Alta,Terra Alta,1988-03-09,Spain,19,comarcal councillor of Terra Alta
Comarcal Council of Moianès,Moianès,2015-07-20,Spain,19,comarcal councillor of Moianès
Comarcal Council of Alta Ribagorça,Alta Ribagorça,1988-07-27,Spain,19,comarcal councillor of Alta Ribagorça
Comarcal Council of Ribera d'Ebre,Ribera d'Ebre,1988-03-09,Spain,19,comarcal councillor of Ribera d'Ebre
Comarcal Council of Priorat,Priorat,1988-03-09,Spain,19,comarcal councillor of Priorat
Comarcal Council of Alt Penedès,Alt Penedès,1988-03-09,Spain,33,comarcal councillor of Alt Penedès
Comarcal Council of Baix Penedès,Baix Penedès,1988-03-09,Spain,33,comarcal councillor of Baix Penedès
Comarcal Council of Pla d'Urgell,Pla d'Urgell,1988-07-27,Spain,19,comarcal councillor of Pla d'Urgell
Comarcal Council of Baix Camp,Baix Camp,1988-03-09,Spain,33,comarcal councillor of Baix Camp
Comarcal Council of Conca de Barberà,Conca de Barberà,1988-03-09,Spain,19,comarcal councillor of Conca de Barberà
Comarcal Council of Cerdanya,Cerdanya,1988-03-09,Spain,19,comarcal councillor of Cerdanya
Comarcal Council of Alt Urgell,Alt Urgell,1988-03-09,Spain,19,comarcal councillor of Alt Urgell
Comarcal Council of Vallès Oriental,Vallès Oriental,1988-03-09,Spain,33,comarcal councillor of Vallès Oriental
