col0,col1,col2,col3
Sumaila,supervisory councillors of Sumaila local government,Chairman of Sumaila local government,Sumaila legislative council
Southern Ijaw,supervisory councillors of Southern Ijaw local government,Chairman of Southern Ijaw local government,Southern Ijaw legislative council
"Soba, Nigeria",supervisory councillors of Soba local government,Chairman of Soba local government,Soba legislative council
Saki West,supervisory councillors of Saki West local government,Chairman of Saki West local government,Saki West legislative council
Sabon Gari,supervisory councillors of Sabon-Gari local government,Chairman of Sabon-Gari local government,Sabon-Gari legislative council
Port Harcourt,supervisory councillors of Port-Harcourt local government,Chairman of Port-Harcourt local government,Port-Harcourt legislative council
Oshodi-Isolo,supervisory councillors of Oshodi-Isolo local government,Chairman of Oshodi-Isolo local government,Oshodi-Isolo legislative council
Oredo,supervisory councillors of Oredo local government,Chairman of Oredo local government,Oredo legislative council
Ondo West,supervisory councillors of Ondo West local government,Chairman of Ondo West local government,Ondo West legislative council
Ona Ara,supervisory councillors of Ona-Ara local government,Chairman of Ona-Ara local government,Ona-Ara legislative council
Ogba/Egbema/Ndoni,supervisory councillors of Ogba/Egbema/Ndoni local government,Chairman of Ogba/Egbema/Ndoni local government,Ogba/Egbema/Ndoni legislative council
Obia/Akpor,supervisory councillors of Obia/Akpor local government,Chairman of Obia/Akpor local government,Obia/Akpor legislative council
Maiduguri,supervisory councillors of Maiduguri local government,Chairman of Maiduguri local government,Maiduguri legislative council
