col0,col1,col2,col3
I. L. Caragiale National University of Theatre and Film,Romania,1954-01-01,Bucharest
Netherlands Film Academy,Netherlands,1958-01-01,Amsterdam
Binger Filmlab,Netherlands,1996-01-01,Amsterdam
École Supérieure d'Audiovisuel,France,1987-01-01,Toulouse
CinéFabrique,France,2015-01-01,9th arrondissement of Lyon
Australian Film Television and Radio School,Australia,1973-01-01,New South Wales
School Friedl Kubelka For Independent Film,Austria,2006-01-01,Vienna
Filmacademy Vienna,Austria,1952-01-01,Vienna
Konrad Wolf Film University of Babelsberg,Germany,1954-01-01,Potsdam
Hamburg Media School,Germany,2003-01-01,Hamburg-Nord
