col0,col1,col2
Rusnano,95192000000,1511000000
TVEL,318152166000,185075455000
Transneft,1850754000000,884337000000
RusHydro,695564000000,348119000000
TGC-1,109983872000,43956494000
Nexen Tire Europe,4153531000,4225766000
PFNonwovens,4970752000,6484793000
Foxconn European Manufacturing Services,4021152000,55809223000
Continental HT Tyres,4803667000,11990582000
Linde Gas,4212000000,5225000000
Allianz pojišťovna,5281000000,12891000000
Saint-Gobain Construction Products CZ,3477665000,5401800000
Praha Real,4088110000,440916000
