col0,col1,col2
Narrenverein Schöntalhasen,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenverein Nellenburg Hindelwangen,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenverein Pfiffikus Hilzingen,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenverein Heuliecher Heudorf,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenzunft Käfertal,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrengesellschaft Schlafkappen,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenverein Hattingen,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenzunft Gerstensack,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenzunft Eichelklauber,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrengilde Haegelisaier,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenzunft Eggäsli,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenverein Kä-Stock Friedingen,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenverein Trube-Drescher,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenverein Schnecken,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Buchenbergerzunft,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenzunft Krebsbachputzer,Narrenvereinigung Hegau-Bodensee,Swabian-Alemannic Fastnacht
Narrenzunft Altshausen,OHA-Narrenbruderschaft,Swabian-Alemannic Fastnacht
Narrenzunft Herbertingen,OHA-Narrenbruderschaft,Swabian-Alemannic Fastnacht
Bauzemeckzunft Ostrach,OHA-Narrenbruderschaft,Swabian-Alemannic Fastnacht
Societé carnevalesque Einhorn Saverne,"Fédération des Festivals, Carnavals et Fêtes de France",Swabian-Alemannic Fastnacht
