col0,col1,col2,col3,col4
"Industrial Hygiene Survey of Northwestern States Cement, Mason City, Iowa. Cement Workers Morbidity Study",1982-08-01,quartz,Wayne T. Sanderson,National Institute for Occupational Safety and Health
"Industrial Hygiene Survey of General Cement Co., Fredonia, Kansas. Cement Workers Morbidity Study",1982-09-01,quartz,Wayne T. Sanderson,National Institute for Occupational Safety and Health
"Industrial Hygiene Survey of Lehigh Cement Co., Mitchell, Indiana. Cement Workers Morbidity Study",1982-09-01,quartz,Wayne T. Sanderson,National Institute for Occupational Safety and Health
"Industrial Hygiene Survey of Dundee Cement Co., Dundee, Michigan. Cement Workers Morbidity Study",1982-08-01,quartz,Wayne T. Sanderson,National Institute for Occupational Safety and Health
"Industrial Hygiene Survey of Coplay Cement Co., Nazareth, Pennsylvania. Cement Workers Morbidity Study",1982-08-01,quartz,Wayne T. Sanderson,National Institute for Occupational Safety and Health
"HHE report no. HETA-96-0072-2603, Staker Construction Company, Casa Grande, Arizona",1996-10-01,occupational lung disease,Gregory A. Burr,National Institute for Occupational Safety and Health
"HHE report no. HETA-96-0130-2619, the Sim J. Harris Company, San Diego, California",1996-12-01,carbon monoxide,Gregory A. Burr,National Institute for Occupational Safety and Health
"HHE determination report no. HHE-78-105-537, Bethlehem Steel Corporation, Lackawanna, New York, November, 1978",1978-11-01,lead,G. Edward Burroughs,National Institute for Occupational Safety and Health
"HHE report no. HETA-87-404-1893, Park County Courthouse, Fairplay, Colorado",1988-05-01,carbon dioxide,Steven A. Lee,National Institute for Occupational Safety and Health
"HHE determination report no. HHE-73-72-155, Inland Manufacturing Division, General Motors Corporation, Vandalia, Ohio",1974-11-01,toluene,Raymond L. Ruhe,National Institute for Occupational Safety and Health
"HHE determination report no. HHE-80-44-731, Alaskan Battery Enterprises, Fairbanks, Alaska",1980-08-01,lead,Arvin G. Apol,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-90-102-L2075, Ebtec East, Agawam, Massachusetts",1990-10-01,carbon monoxide,C. Eugene Moss,National Institute for Occupational Safety and Health
"HHE report no. HETA-91-254-2186, Ropes and Gray Photocopy Center, Boston, Massachusetts",1992-03-01,carbon dioxide,Michael S. Crandall,National Institute for Occupational Safety and Health
"HHE determination report no. HHE-80-29-741, Storage Technology Corporation, Louisville, Colorado",1980-09-01,diethylene glycol monoethyl ether,Bobby J. Gunter,National Institute for Occupational Safety and Health
"HHE determination report no. HHE-73-85-69, Vail Enterprises, LaVeta, Colorado",1973-09-01,"toluene 2,4-diisocyanate",Bobby J. Gunter,National Institute for Occupational Safety and Health
"HHE report no. HETA-88-369-2141, Raymond W. Bliss Army Community Hospital, Ft. Huachuca, Arizona",1991-09-01,carbon dioxide,Bobby J. Gunter,National Institute for Occupational Safety and Health
"HHE Report, No. HETA-81-257-1115, Davis Monthan Air Force Base, Tucson, Arizona",1982-05-01,lead,Bobby J. Gunter,National Institute for Occupational Safety and Health
"HHE determination report no. HHE-73-44-120, Wheeling-Pittsburgh Steel Corporation, Mingo Plant, Mingo, Ohio",1974-03-01,carbon,Bobby J. Gunter,National Institute for Occupational Safety and Health
"In-depth survey report: control technology assessment for the welding operations at Vermeer Manufacturing, Pella, Iowa, report no. ECTB-214-15a",1998-04-06,ozone,Alan S. Echt,National Institute for Occupational Safety and Health
"Preliminary Plant Visit Industrial Hygiene Report, Formaldehyde Production Facility, Monsanto Plastics and Resins Company, Eugene, Oregon, CT-114-22a",1981-10-01,methanol,anonymous,National Institute for Occupational Safety and Health
"Control Technology Assessment for Coal Gasification and Liquefaction Process, General Electric Company, Corporate Research and Development Center, Coal Gasification Section, Schenectady, New York",1980-07-01,carbon dioxide,anonymous,National Institute for Occupational Safety and Health
"Control Technology Assessment of Chemical Processes, Quaker Oats Company, Chemicals Division, Omaha, Nebraska, Preliminary Survey Report for the Site Visit of August 19, 1981, Report No. CT-101- 11a",1982-02-02,furfuryl alcohol,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"Preliminary Plant Visit, Industrial Hygiene Report, Formaldehyde Production Facility, Reichhold Chemicals Incorporated, Moncure, North Carolina, Report No. CT-114-16a",1982-04-12,methanol,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"Mercury Control Technology Assessment Study, Ray-O-Vac Corporation, Portage, Wisconsin, Preliminary Survey Report for the Site Visit of September 22, 1981. Report No. CT-109-34A",1982-09-01,mercury,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"HHE determination report no. HHE-73-81-106, Aerojet General, Incorporated, Sacramento, California",1974-01-01,arsenic,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"Technical assistance report no. TA-76-91, Front Royal and Panorama Entrance Stations, Shenandoah National Park, Luray, Virginia",1976-11-01,lead,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"HHE Report No. HETA-95-0405-2600, Spence's Carstar, Denver, Colorado",1996-09-01,carbon monoxide,"Charles S. McCammon, Jr.",National Institute for Occupational Safety and Health
