col0,col1,col2
Leipzig University,30226,5300
University of Potsdam,19972,3983
Freie Universität Berlin,33000,4200
Humboldt University of Berlin,35587,4479
University of Bologna,79999,7688
L. N. Gumilyov Eurasian National University,11300,1678
Kazan Federal University,44992,2300
Boston College,14395,3800
University of Bergamo,15206,555
Vanderbilt University,12093,3358
Miguel Hernández University of Elche,18965,1792
University of Southern California,36896,19035
University of Wuppertal,21949,3200
Al-Farabi Kazakh National University,20000,2000
University of Malta,11500,600
Adam Mickiewicz University in Poznań,47000,3000
University of Wrocław,31557,3480
University of Lancaster,12,2250
University of Belgrade,75047,4200
Complutense University of Madrid,91598,10506
