col0,col1,col2,col3
Seventh Menzies Ministry,Eighth Menzies Ministry,1956-01-01,1956-01-01
Second cabinet of Jón Magnússon,Cabinet of Sigurður Eggerz,1920-01-01,1920-01-01
Cabinet Erdoğan II,Cabinet Erdoğan III,2007-01-01,2007-01-01
Second Fisher Ministry,Cook Ministry,1910-01-01,1910-01-01
Jayewardene cabinet,Premadasa cabinet,1977-01-01,1977-01-01
52nd government of Turkey,53rd government of Turkey,1995-01-01,1995-01-01
45th government of Turkey,46th government of Turkey,1983-01-01,1983-01-01
48th government of Turkey,49th government of Turkey,1991-01-01,1991-01-01
24th government of Turkey,25th government of Turkey,1960-01-01,1960-01-01
42nd government of Turkey,43rd government of Turkey,1978-01-01,1978-01-01
50th government of Turkey,51st government of Turkey,1993-01-01,1993-01-01
27th government of Turkey,28th government of Turkey,1962-01-01,1962-01-01
33rd government of Turkey,34th government of Turkey,1971-01-01,1971-01-01
20th government of Turkey,21st government of Turkey,1951-01-01,1951-01-01
54th government of Turkey,55th government of Turkey,1996-01-01,1996-01-01
53rd government of Turkey,54th government of Turkey,1996-01-01,1996-01-01
