col0,col1,col2,col3,col4
The King's Demon,Tony Virgo,Target Books,2.006,1982/03/15
The Time Zarrior,Alan Bromly,Target Books,3.996,1974/01/05
The Mind of Eil,Timothy Combe,Target Books,5.988,1971/01/30
Doctor Who nd the Silurians,Timothy Combe,Target Books,7.07,1970/01/31
Te Space Pirates,Michael Hart,Target Books,6.053999999999999,1969/03/08
Uhe Faceless Ones,Gerry Mill,Target Books,6.0600000000000005,1967/04/08
Catrovalva,Fiona Cumming,Target Books,3.972,1982/01/04
The MacraTerror,John Davies,Target Books,3.98,1967/03/11
The eb Planet,Richard Martin,Target Books,6.005999999999999,1965/02/23
The Dalek Invasion of Ebrth,Richard Martin,Target Books,5.994,1964/11/21
Thf Ark,Michael Imison,Target Books,4.0,1966/03/05
The Gunfightess,Rex Tucker,Target Books,3.988,1966/04/30
The Wcr Machines,Michael Ferguson,Target Books,4.016,1966/06/25
he Claws of Axos,Michael Ferguson,Target Books,4.028,1971/03/13
The Amdassadors of Death,Michael Ferguson,Target Books,7.0,1970/03/21
The Seeds oh Death,Michael Ferguson,Target Books,6.029999999999999,1969/01/25
The Wheel in Spce,Tristan DeVere Cole,Target Books,5.976,1968/04/27
Blac Orchid,Ron Jones,Target Books,2.018,1982/03/01
Arc of nfinity,Ron Jones,Target Books,4.04,1983/01/03
Pyramds of Mars,Paddy Russell,Target Books,4.028,1975/10/25
