col0,col1,col2
CJM Bourges Basket,France,women's basketball
Chicago Sky,United States of America,women's basketball
Atlanta Dream,United States of America,women's basketball
Pécs 2010,Hungary,women's basketball
PINKK-Pécsi 424,Hungary,women's basketball
Miami Sol,United States of America,women's sports
Townsville Fire,Australia,women's basketball
ŽKK Vojvodina,Serbia,women's basketball
ŽKK Budućnost Podgorica,Montenegro,women's basketball
ŽKK Jedinstvo Tuzla,Bosnia and Herzegovina,women's basketball
ŽKK Novi Zagreb,Croatia,women's basketball
ŽKK Athlete Celje,Slovenia,women's basketball
ŽKD Ježica,Slovenia,women's basketball
