col0,col1,col2,col3,col4,col5
Lincoln County,Lincoln Parish,Arkansas,1871-03-28,Lincoln County,Drew County
Grant County,Grant Parish,Arkansas,1869-02-04,Grant County,Saline County
Carroll County,Carroll County,Arkansas,1833-11-01,Carroll County,Barry County
Jefferson County,Jefferson County,Arkansas,1829-11-02,"Jefferson County, Arkansas",Arkansas County
Carroll County,Carroll County,Arkansas,1833-11-01,Carroll County,Newton County
Madison County,Madison Parish,Arkansas,1836-09-30,Madison County,Washington County
Carroll County,Carroll County,Arkansas,1833-11-01,Carroll County,Benton County
Craighead County,Craig County,Arkansas,1859-02-19,Craighead County,Dunklin County
Monroe County,Monroe County,Arkansas,1829-11-02,Monroe County,Prairie County
Hot Spring County,Hot Springs County,Arkansas,1829-11-02,Hot Spring County,Clark County
Craighead County,Craig County,Arkansas,1859-02-19,Craighead County,Poinsett County
Hot Spring County,Hot Springs County,Arkansas,1829-11-02,Hot Spring County,Garland County
