col0,col1,col2,col3
DXUD,1278.0,2018-02-05,"Audiovisual Communicators, Inc."
DZAU,1233.0,2017-10-13,"Audiovisual Communicators, Inc."
DWDD-AM,1134.0,1986-01-01,"Audiovisual Communicators, Inc."
DWAD-AM,1098.0,1975-01-01,"Audiovisual Communicators, Inc."
XHEMIT-FM,107.9,1988-01-01,Instituto Mexicano de la Radio
2GB,873.0,1926-08-23,Macquarie Media
4RO,990.0,1932-01-01,Grant Broadcasters
WJZ,1300.0,1922-01-01,Entercom
KGO,810.0,1924-01-01,Cumulus Media
KBOI,670.0,1947-01-01,Cumulus Media
SEN,1116.0,2004-01-01,Crocmedia
