col0,col1,col2,col3,col4
Johannes Wagner Type Foundry,Honus Wagner,1921-01-01,Ingolstadt,Germany
Bauer Type Foundry,Johann Christian Bauer,1837-01-01,Frankfurt am Main,Germany
Berthold Type Foundry,Hermann Berthold,1858-01-01,Berlin,Germany
FontShop International,Erik Spiekermann,1990-01-01,Berlin,Germany
Dalton Maag,Bruno Maag,1991-01-01,London,United Kingdom
Caslon Foundry,William Caslon,1723-01-01,London,United Kingdom
Imprimerie nationale,Cardinal Richelieu,1640-01-01,Paris,France
Tetterode,Nicolaas Tetterode,1851-01-01,Amsterdam,Netherlands
Plantin Press,Christophe Plantin,1555-01-01,Antwerp,Belgium
Delve Fonts,Delve Withrington,1996-01-01,Alameda,United States of America
