col0,col1,col2
Raritan,Eastern Time Zone,Bridgewater Township
Prospect Park,Eastern Time Zone,Paterson
Westville,Eastern Time Zone,Philadelphia
Flemington,Eastern Time Zone,Raritan Township
Lavallette,Eastern Time Zone,Toms River
Pine Beach,Eastern Time Zone,Beachwood
Lakehurst,Eastern Time Zone,Manchester Township
Pitman,Eastern Time Zone,Glassboro
Ramsey,Eastern Time Zone,Allendale
Freehold Borough,Eastern Time Zone,Freehold Township
Beach Haven,Eastern Time Zone,Little Egg Harbor Township
Madison,Eastern Time Zone,Harding Township
Point Pleasant Beach,Eastern Time Zone,Point Pleasant
