col0,col1,col2,col3,col4
Eure,Sébastien Lecornu,geography of Eure,Normandy,6040
Somme,Daniel Dubois,geography of Somme,Hauts-de-France,6170
Oise,Édouard Courtial,geography of Oise,Hauts-de-France,5860
Jura,Clément Pernot,geography of Jura (department),Bourgogne-Franche-Comté,4999
Doubs,Christine Bouquin,geography of Doubs,Bourgogne-Franche-Comté,5234
Haute-Saône,Yves Krattinger,geography of Haute-Saône,Bourgogne-Franche-Comté,5360
Côte-d’Or,François Sauvadet,geography of Côte-d'Or,Bourgogne-Franche-Comté,8763
Yonne,Jean-Marie Rolland,geography of Yonne,Bourgogne-Franche-Comté,7427
Cantal,Vincent Descœur,geography of Cantal,Auvergne-Rhône-Alpes,5726
Savoie,Hervé Gaymard,geography of Savoie,Auvergne-Rhône-Alpes,6028
