col0,col1,col2,col3
Hapoel Tiberias F.C.,association football,1994-01-01,Tiberias Municipal Stadium
Phoenix FC,association football,2014-03-12,Sun Devil Soccer Stadium
HNK Rijeka Reserves and Academy,association football,2016-05-28,Stadion Rujevica
Savannah Rug Ratz,association football,1998-01-01,Savannah Civic Center
Mississippi Beach Kings,association football,1998-01-01,Mississippi Coast Coliseum
Laredo Honey Badgers,association football,2014-01-01,Laredo Energy Arena
Redding Athletic F.C.,association football,1892-01-01,Croft Park
Strathmore F.C.,association football,1894-01-01,Carolina Port
Nashville FC,association football,2016-01-01,Vanderbilt Stadium
Wigan County F.C.,association football,1900-01-01,Springfield Park
Seattle Impact,association football,2015-01-01,ShoWare Center
Brownsville Barracudas,association football,2016-01-01,State Farm Arena
Lafayette SwampCats,association football,1999-01-01,Cajundome
CSM Roman,association football,2018-10-01,Stadionul Moldova
Lansing Ignite FC,association football,2019-10-21,Cooley Law School Stadium
FC Cincinnati,association football,2018-01-01,Nippert Stadium
Antigua Barracuda FC,association football,2014-01-06,Coolidge Cricket Ground
FC Rapid II București,association football,2014-01-01,Stadionul Electromagnetica
VSI Tampa Bay FC,association football,2013-01-01,Plant City Stadium
F.C. New York,association football,2013-01-01,Belson Stadium
