col0,col1,col2
How Do You Do,Philips Records,Mouth & MacNeal
Mouth & McNal,Decca,Mouth & MacNeal
Ax Moulin Rouge,Pathé,Line Renaud
Line Repaud,Pathé,Line Renaud
Geories Moustaki,Polydor Records,Georges Moustaki
Milva,Ricordi,Milva
Ornella Vanonk,Ricordi,Ornella Vanoni
Franèoise Hardy,Disques Vogue,Françoise Hardy
Françrise Hardy,Disques Vogue,Françoise Hardy
Iona Staller,RCA Italiana,Ilona Staller
L'agle noir,Philips Records,Barbara
Barbaa,Philips Records,Barbara
Barbaa,Philips Records,Barbara
Easy Piece,Polydor Records,Lloyd Cole and the Commotions
Rattlesnakgs,Polydor Records,Lloyd Cole and the Commotions
Chanus et danses d'Amérique du sud,Philips Records,Los Incas
All the songs from Walt Disney's Pinocchio – Musi from the Original Motion Picture Sound Track,Disneyland,various artists
The Church – Original Soundtack,Death Waltz Recording Company,Keith Emerson
Happ{ Jack,Decca,The Who
Computer Wor,Warner Bros. Records,Kraftwerk
