col0,col1,col2,col3
Southern Front of the Russian Civil War,1918-01-01,World War II,Russian Soviet Federative Socialist Republic
Romanian Front,1916-01-01,World War I,Russian Empire
Western Front,1915-01-01,World War I,Russian Empire
Southwestern Front,1914-01-01,World War I,Russian Empire
2nd Baltic Front,1943-10-20,Leningrad–Novgorod Offensive,Soviet Union
Ukrainian Front (1919),1918-01-01,Russian Civil War,Soviet Union
Stalingrad Front,1942-07-12,Battle of Stalingrad,Soviet Union
Don Front,1942-09-30,Battle of Stalingrad,Soviet Union
Reserve Front,1941-07-30,World War II,Soviet Union
Caucasian Front,1941-12-30,World War II,Soviet Union
Kursk Front,1943-03-23,World War II,Soviet Union
4th Ukrainian Front,1943-10-20,World War II,Soviet Union
Moscow Reserve Front,1941-10-09,World War II,Soviet Union
3rd Ukrainian Front,1943-10-20,World War II,Soviet Union
