col0,col1,col2,col3
Infosys,Nandan Nilekani,200364,India
Volkswagen Group,German Labour Front,513642,Germany
Puma SE,Rudolf Dassler,10836,Germany
Yandex,Arkady Volozh,8854,Russia
Virgin Group,Richard Branson,69000,United Kingdom
Total S.A.,Ernest Mercier,100000,France
Saint-Gobain,Jean-Baptiste Colbert,185364,France
Unilever,Samuel van den Bergh,168000,Netherlands
Weleda,Ita Wegman,1900,Switzerland
Enel,Government of Italy,68961,Italy
Optimizely,Pete Koomen,350,United States of America
Visa Inc.,Dee Hock,17000,United States of America
Motorola,Paul Galvin,53000,United States of America
Monsanto,John Francis mongoul,25500,United States of America
Mylan,Don Panoz,35000,United States of America
General Mills,Cadwallader C. Washburn,35000,United States of America
American Express,William Fargo,56000,United States of America
Goldman Sachs,Marcus Goldman,34000,United States of America
GMV Innovating Solutions,Juan José Martínez García,1249,Spain
Eulen,David Álvarez Díez,86206,Spain
