col0,col1,col2
Eberhard-Ludwigs-Gymnasium,1686-01-01,Germany
Christian-Ernst-Gymnasium,1873-01-01,Germany
Carl-Duisberg-Gymnasium,1861-01-01,Germany
Collegium Bernardi,1854-01-01,Austria
Christian-Doppler-Gymnasium,1955-01-01,Austria
Bundesrealgymnasium und Bundesoberstufenrealgymnasium Dornbirn-Schoren,1972-01-01,Austria
Bundesrealgymnasium Traun,1970-01-01,Austria
BRG Klagenfurt-Viktring,1970-01-01,Austria
Mikołaja Kopernika w Toruniu,1568-01-01,Poland
Szerb Antal Secondary Grammar School,1906-01-01,Hungary
"Franciscan Gymnasium, Szentendre",1950-01-01,Hungary
Révai Miklós Gimnázium,1787-01-01,Hungary
Pápai Református Kollegium,1531-01-01,Hungary
Premonstratensian St. Norbert Secondary School,1923-01-01,Hungary
Piarist Grammar School in Kecskemét,1714-01-01,Hungary
Benedictine High School of Pannonhalma,0998-01-01,Hungary
"Neumann János High School, Vocational School and College",1987-01-01,Hungary
Móra Ferenc Secondary School,1809-01-01,Hungary
József Lévay Reformed Protestant High School,1993-01-01,Hungary
Hajdúnánás Kőrösi Csoma Sándor Secondary School,1656-01-01,Hungary
