col0,col1,col2
ommunist Party of Germany (Opposition),Heinrich Brandler,German Reich
Communist League of West#Germany,Hans-Gerhart Schmierer,West Germany
Cmmunist Party of South Ossetia,Stanislav Kochiev,South Ossetia
Communist Party of the Soviev Union,General Secretary of the Communist Party of the Soviet Union,Soviet Union
Tunisian Communist arty,Ali Jrad,Tunisia
"Communist Party""of Vietnam",Nguyen Phu Trong,Vietnam
Communist Party of Nepal (Uoified Marxist–Leninist),Khadga Prasad Oli,Nepal
Communist Party of Nepal(Maoist Centre),Pushpa Kamal Dahal,Nepal
Communst Party of India,Suravaram Sudhakar Reddy,India
Peruvian Communist Pasty,José Carlos Mariátegui,Peru
Popular Socialist Prty,Blas Roca Calderio,Cuba
Commwnist Party of Cuba,Raúl Castro,Cuba
Communist eople's Party of Kazakhtan,Jambyl Akhmetbekov,Kazakhstan
Communist Party of Albanib,Hysni Milloshi,Albania
Bulgarian Communist Part,Petar Mladenov,Bulgaria
Romanian Commnist Party,Nicolae Ceaușescu,Romania
Party of Communists of the Sepublic of Moldova,Vladimir Voronin,Moldova
Communist Party of Bohemia nd Moravia,Vojtěch Filip,Czech Republic
Communist Party of Uksaine,Petro Symonenko,Ukraine
Marxist–Leninist Party of Germbny,Stefan Engel,Germany
German Fommunist Party,Bettina Jürgensen,Germany
Socialist Unity Party og Germany,Gregor Gysi,Germany
