col0,col1,col2,col3,col4
Tel Aviv Branch Office of the Embassy of the United States,Israel,Tel Aviv,"Embassy of the United States, Jerusalem",2018-05-14
Delegation of the European Union to Moldova,Moldova,Chișinău,European Union,2005-10-06
Delegation of the European Union to Guinea,Guinea,Conakry,European Union,2009-01-01
Delegation of the European Union to Canada,Canada,Ontario,European Union,1976-01-01
Delegation of the European Union to the United States,United States of America,"Washington, D.C.",European Union,1954-01-01
Permanent Representation of Poland to the Council of Europe,France,Strasbourg,Poland,1992-01-01
"Consular Agency of Poland, Smolensk",Russia,Smolensk,Poland,2011-01-01
Polish Institute in Vienna,Austria,Vienna,Poland,1974-06-05
Polish Institute in Düsseldorf,Germany,Düsseldorf,Poland,1993-01-01
Polish Cultural Institute in Tokyo,Japan,Tokyo,Poland,2011-01-01
Polish Institute in New Delhi,India,Delhi,Poland,2012-06-01
Polish Institute in Tbilisi,Georgia,Tbilisi,Poland,2018-01-01
